"","id","state","district","village","year","roadPaved","distanceToPavedRoad","roadMonsoonUsability","yearsWithPavedRoad","ImmunizationCampaignsNumber","distanceToNearestTown","distanceToNearestDistrictHQ","area","populationCategories","householdNumbersOf","mbCataract","mbTuberculosis","mbHighBP","mbHeartDisease","mbDiabetes","mbLeprosy","mbCancer","mbAsthma","mbPolio","mbParalysis","mbEpilepsy","mbMentalIllness","mbSTDorAIDS","mbOtherLongTerm","mbDaysIncapacitated","mbTreatmentRecieved","mbDaysHospitalized","mbCostOfTreatment","mbCostIncludesMedication","mbCostOfMeds","mbTravelExpenses","smokeTobacco","chewTobacco","drinkAlcohol","attendedSchool","gradeCompleted","readingScore","mathScore","writingScore","urban","income","yearsLivingHere","ownToilet","electricity","electricityHours","healthSubCenter","primaryHealthCenter","communityHealthCenter","districtHospital","govtMaternityCenter","pvtClinicTrainedDoc","pvtClinicUntrainedDoc","pvtHospital","pvtPharm","otherGovtMedFacility","distHealthSubCenter","distPrimaryHealthCenter","distCommunityHealthCenter","distDistrictHospital","distGovtMaternityCenter","distPvtClinicTrainedDoc","distPvtClinicUntrainedDoc","distPvtHospital","distPvtPharm","distOtherGovtMedFacility","caste.Brahmin","caste.OBC","caste.SC","caste.ST","caste.Other","drinkingWaterSource.Piped","drinkingWaterSource.TubeWell","drinkingWaterSource.HandPump","drinkingWaterSource.OpenWell","drinkingWaterSource.CoveredWell","drinkingWaterSource.River","drinkingWaterSource.Pond","drinkingWaterSource.Truck","drinkingWaterSource.RainWater","drinkingWaterSource.Bottled","drinkingWaterSource.Other","drinkingWaterSource.NA","mbTreatmentWho1.NA","mbTreatmentWho1.PublicDoc","mbTreatmentWho1.PublicDocInPvt","mbTreatmentWho1.PvtDoc","mbTreatmentWho1.Pharm","mbTreatmentWho1.OtherOrTraditional","mbTreatmentWhere1.NA","mbTreatmentWhere1.SameVillage","mbTreatmentWhere1.AnotherVillage","mbTreatmentWhere1.OtherTown","mbTreatmentWhere1.DistrictTown","mbTreatmentWho2.NA","mbTreatmentWho2.PublicDoc","mbTreatmentWho2.PublicDocInPvt","mbTreatmentWho2.PvtDoc","mbTreatmentWho2.Pharm","mbTreatmentWho2.OtherOrTraditional","mbTreatmentWhere2.NA","mbTreatmentWhere2.SameVillage","mbTreatmentWhere2.AnotherVillage","mbTreatmentWhere2.OtherTown","mbTreatmentWhere2.DistrictTown"
"971","29.7.1",29,7,1,2005,0,2,NA,0,4,36,80,"300","1","45",0.0510204081632653,0.0204081632653061,0,0,0,0,0,0,0.0102040816326531,0,0,0,0,0.0204081632653061,17.4591836734694,0.0714285714285714,1.22448979591837,1062.24489795918,0.0204081632653061,356.326530612245,104.387755102041,0.842105263157895,1.89473684210526,0.526315789473684,0.8,3.25,3,2,1,0,20792.776,76.65,0,0.8,8.75,0,0,0,0,0,0,0,0,0,0,2,10,35,75,35,10,35,10,10,35,0,0.35,0,0.65,0,0.5,0.45,0,0.05,0,0,0,0,0,0,0,0,0.928571428571429,0.0306122448979592,0,0.0408163265306122,0,0,0.928571428571429,0,0.0204081632653061,0.0408163265306122,0.0102040816326531,1,0,0,0,0,0,1,0,0,0,0
"972","29.7.2",29,7,2,2005,0,4,0,0,4,6,40,"2400","2","195",0.0485436893203883,0.00970873786407767,0.0388349514563107,0,0,0,0,0.0194174757281553,0,0,0,0,0,0.00970873786407767,7.13592233009709,0.106796116504854,0.203883495145631,291.26213592233,0.0485436893203883,133.980582524272,75.631067961165,0.416666666666667,1.75,0.0833333333333333,1.66666666666667,3.5,3.5,2.25,1,0,19114.263,87,0.15,0.95,8.63157894736842,0,0,0,0,0,0,0,0,0,0,4,5,40,40,5,6,6,6,6,6,0.05,0.55,0.3,0.1,0,0.45,0.05,0,0.5,0,0,0,0,0,0,0,0,0.893203883495146,0.0194174757281553,0,0.087378640776699,0,0,0.893203883495146,0.0194174757281553,0.029126213592233,0.058252427184466,0,0.990291262135922,0,0,0.00970873786407767,0,0,0.990291262135922,0,0,0.00970873786407767,0
"973","29.7.3",29,7,3,2005,1,0,1,NA,4,20,40,"1500","3","2370",0.01,0.01,0.02,0,0,0,0,0.02,0,0,0,0,0,0.04,10.2,0.08,0.44,516,0.04,85,14,0.666666666666667,1.66666666666667,0.833333333333333,1.57142857142857,3.83333333333333,2.33333333333333,1.5,0.833333333333333,0,28427.7725,77.55,0.15,0.85,7.88888888888889,0,0,1,0,1,10,5,2,2,0,NA,NA,0,40,0,0,0,0,0,20,0,0.6,0.4,0,0,0.95,0,0.05,0,0,0,0,0,0,0,0,0,0.92,0.02,0.01,0.05,0,0,0.92,0.06,0,0.02,0,0.98,0,0,0.02,0,0,0.98,0.02,0,0,0
"974","29.7.4",29,7,4,2005,1,0,1,60,4,5,80,"1100","2","337",0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0.0087719298245614,3.20175438596491,0.0175438596491228,0.289473684210526,447.368421052632,0.0087719298245614,26.3157894736842,11.4035087719298,1.36842105263158,1.26315789473684,0.842105263157895,1.77777777777778,3.77777777777778,3,1.55555555555556,0.888888888888889,0,14251.235,78.65,0.05,0.95,6.78947368421053,1,0,0,0,0,0,1,0,0,0,0,5,25,80,5,25,0,5,5,5,0,0.4,0.15,0.45,0,0.9,0,0.1,0,0,0,0,0,0,0,0,0,0.982456140350877,0,0,0.0175438596491228,0,0,0.982456140350877,0,0,0.0087719298245614,0.0087719298245614,1,0,0,0,0,0,1,0,0,0,0
"975","29.8.1",29,8,1,2005,1,0,1,45,4,8,50,"721","2","650",0,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0.0108695652173913,0.652173913043478,0.0217391304347826,0.119565217391304,76.0869565217391,0.0217391304347826,0,3.26086956521739,2,0.333333333333333,0.5,1,3.6,2.2,1.8,1,0,21081.4325,90,0.3,0.95,16,0,1,0,0,0,2,2,0,1,0,NA,0,8,47,47,0,0,8,0,8,0,0.3,0.25,0.1,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0.978260869565217,0,0,0.0217391304347826,0,0,0.978260869565217,0,0,0.0108695652173913,0.0108695652173913,1,0,0,0,0,0,1,0,0,0,0
"976","29.9.1",29,9,1,2005,0,4,1,NA,3,17,67,"1584","2","467",0,0,0,0,0,0,0,0,0.0087719298245614,0,0,0.0175438596491228,0,0,1.57894736842105,0.0263157894736842,0.368421052631579,675.438596491228,0.0263157894736842,0,78.9473684210526,0.833333333333333,1.83333333333333,0.2,1,4,2,0.5,0.5,0,10847.141,90,0,1,16,0,1,0,0,0,0,1,0,0,0,8,0,15,60,30,20,0,20,20,20,0,0.8,0,0.05,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0.973684210526316,0,0,0.0263157894736842,0,0,0.973684210526316,0,0.0087719298245614,0,0.0175438596491228,0.991228070175439,0,0,0.0087719298245614,0,0,0.991228070175439,0,0,0.0087719298245614,0
"977","29.9.2",29,9,2,2005,1,0,1,90,3,20,20,"1339","2","687",0,0,0,0,0,0,0,0,0,0,0,0,0,0.021505376344086,0.967741935483871,0.021505376344086,0.516129032258065,123.655913978495,0.021505376344086,0,0,1.14285714285714,0.142857142857143,1.57142857142857,1,5,2,1.5,0.5,0,23125.6475,75.4,0.45,1,16,0,0,0,0,0,1,1,0,0,0,8,8,20,20,20,0,0,20,20,20,0,0.5,0.25,0.05,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0.978494623655914,0,0,0.021505376344086,0,0,0.978494623655914,0,0,0.021505376344086,0,1,0,0,0,0,0,1,0,0,0,0
"978","3.1.1",3,1,1,2005,1,0,1,30,2,4,4,"83","2","379",0,0,0.0224719101123595,0.0112359550561798,0.0112359550561798,0,0,0,0,0.0112359550561798,0,0,0,0,3.65168539325843,0.0561797752808989,0.0337078651685393,75.9550561797753,0.0337078651685393,56.1797752808989,5.0561797752809,1.5,1,1.3,1,3.75,2.75,2,0.75,0,82096.6730769231,90,2.46153846153846,1,15.6153846153846,1,0,0,0,0,0,1,0,0,0,0,4,4,4,4,4,0,4,NA,4,0,0.0769230769230769,0.692307692307692,0,0.230769230769231,0,0,1,0,0,0,0,0,0,0,0,0,0.943820224719101,0,0,0.0561797752808989,0,0,0.943820224719101,0.0449438202247191,0,0,0.0112359550561798,1,0,0,0,0,0,1,0,0,0,0
"979","3.1.14",3,1,14,2005,1,0,1,30,2,20,60,"803","3","971",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909090909090909,10.4545454545455,0.0909090909090909,0,190.909090909091,0.0454545454545455,227.272727272727,38.6363636363636,1.5,0,1,1,3,3,2,1,0,47316.798,90,0.4,1,18.2,1,0,0,0,0,0,0,0,0,0,0,2,12,60,12,15,2,15,6,NA,0.2,0,0.2,0,0.6,0.8,0,0.2,0,0,0,0,0,0,0,0,0,0.909090909090909,0,0,0.0909090909090909,0,0,0.909090909090909,0,0,0.0454545454545455,0.0454545454545455,1,0,0,0,0,0,1,0,0,0,0
"980","3.1.2",3,1,2,2005,1,0,1,35,4,2,11,"193","2","569",0,0,0,0.0158730158730159,0.0158730158730159,0,0,0,0,0,0,0.0158730158730159,0,0.0476190476190476,10.2380952380952,0.0952380952380952,0,175.079365079365,0.0476190476190476,155.555555555556,11.9047619047619,1.33333333333333,0,1.09090909090909,1,6,4,3,1,0,58900.4661538462,86.9230769230769,2.15384615384615,0.923076923076923,16.5,1,0,0,0,0,0,0,0,0,0,0,6,6,11,11,1,6,1,1,NA,0,0.153846153846154,0.307692307692308,0,0.538461538461538,0.230769230769231,0.0769230769230769,0.692307692307692,0,0,0,0,0,0,0,0,0,0.904761904761905,0,0,0.0952380952380952,0,0,0.904761904761905,0.0158730158730159,0.0317460317460317,0,0.0476190476190476,1,0,0,0,0,0,1,0,0,0,0
"981","3.1.3",3,1,3,2005,1,0,1,30,2,8,34,"184","2","165",0.0410958904109589,0,0.0410958904109589,0,0,0,0.0136986301369863,0,0,0,0,0,0,0.0684931506849315,15.958904109589,0.150684931506849,0.205479452054795,192.054794520548,0.10958904109589,233.561643835616,19.1780821917808,2,1.75,1,1,3.5,1,0,0,0,28349.1461538462,90,0.230769230769231,0.923076923076923,14,1,0,0,0,0,1,0,0,0,2,0,8,NA,34,34,0,88,8,NA,0,0,0,0.384615384615385,0.0769230769230769,0.538461538461538,0,0,1,0,0,0,0,0,0,0,0,0,0.849315068493151,0,0,0.150684931506849,0,0,0.849315068493151,0.0958904109589041,0.0547945205479452,0,0,0.986301369863014,0,0,0.0136986301369863,0,0,0.986301369863014,0,0.0136986301369863,0,0
"982","3.1.4",3,1,4,2005,1,0,1,50,4,16,45,"1052","3","1090",0,0,0.0227272727272727,0,0.0113636363636364,0,0,0,0,0,0,0,0,0.0227272727272727,3.90909090909091,0.0568181818181818,0,127.272727272727,0.0454545454545455,34.0909090909091,20.4545454545455,0,0,1.5,1,3,4,2.5,1,0,68680.129375,90,1.5,1,19.1875,1,0,0,0,0,10,0,0,4,0,0,10,16,45,46,0,88,10,0,NA,0,0.25,0.125,0,0.625,0.0625,0.0625,0.875,0,0,0,0,0,0,0,0,0,0.943181818181818,0,0,0.0568181818181818,0,0,0.943181818181818,0.0227272727272727,0.0113636363636364,0.0113636363636364,0.0113636363636364,1,0,0,0,0,0,1,0,0,0,0
"983","3.1.5",3,1,5,2005,1,0,1,8,4,8,50,"60","2","265",0,0,0.00934579439252336,0,0,0,0,0,0,0,0,0,0,0.0186915887850467,1.96261682242991,0.0280373831775701,0,150.934579439252,0.0186915887850467,11.214953271028,11.214953271028,2,1.33333333333333,0,1,3.33333333333333,2.33333333333333,1.83333333333333,0.666666666666667,0,42941.2516666667,90,0.666666666666667,1,18.7222222222222,1,0,0,0,0,3,3,0,0,0,0,3,10,50,10,0,0,10,10,NA,0.166666666666667,0.222222222222222,0.444444444444444,0,0.166666666666667,0.444444444444444,0,0.555555555555556,0,0,0,0,0,0,0,0,0,0.97196261682243,0,0,0.0186915887850467,0.00934579439252336,0,0.97196261682243,0.00934579439252336,0.00934579439252336,0,0.00934579439252336,1,0,0,0,0,0,1,0,0,0,0
"984","3.1.6",3,1,6,2005,0,2,1,NA,4,8,20,"265","2","220",0,0,0.0267857142857143,0,0,0,0,0,0,0,0,0,0,0.0267857142857143,1.16071428571429,0.0446428571428571,0.0714285714285714,165.178571428571,0.0267857142857143,54.9107142857143,25.7142857142857,1.53846153846154,0,0.769230769230769,1,3.44444444444444,3.33333333333333,2.22222222222222,0.888888888888889,0,58001.2575,88.35,0.4,0.95,15.5263157894737,0,0,0,0,0,0,2,0,0,0,3,3,8,20,8,3,0,8,3,3,0,0.1,0.55,0,0.35,0,0,1,0,0,0,0,0,0,0,0,0,0.955357142857143,0,0,0.0446428571428571,0,0,0.955357142857143,0,0.0267857142857143,0.0178571428571429,0,1,0,0,0,0,0,1,0,0,0,0
"985","3.1.7",3,1,7,2005,1,0,1,40,4,18,17,"940","2","777",0,0,0.0229885057471264,0,0.0114942528735632,0,0,0,0,0,0,0.0114942528735632,0,0.0229885057471264,9.88505747126437,0.0689655172413793,0.0574712643678161,149.425287356322,0.0459770114942529,78.1609195402299,21.264367816092,1.41666666666667,0,1,1,3,3.5,2.5,1,0,66867.318,90,0.95,1,16.1,1,0,0,0,0,0,2,2,0,0,0,5,13,17,17,17,0,0,13,NA,0.05,0.2,0.15,0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0.931034482758621,0,0,0.0459770114942529,0.0114942528735632,0.0114942528735632,0.931034482758621,0.0574712643678161,0,0,0.0114942528735632,0.96551724137931,0,0,0.0344827586206897,0,0,0.96551724137931,0,0.0114942528735632,0.0229885057471264,0
"986","3.11.1",3,11,1,2005,1,0,1,1,4,4,35,"200","2","247",0.00401606425702811,0,0.0200803212851406,0,0,0,0,0,0.00401606425702811,0,0,0,0,0.0160642570281124,3.75502008032129,0.0441767068273092,0.104417670682731,12.1887550200803,0.0240963855421687,39.6385542168675,13.6546184738956,0.692307692307692,0.0833333333333333,0.764705882352941,1.04347826086957,3.1304347826087,2,1.31818181818182,0.409090909090909,0,70320.3953333333,90,0.233333333333333,1,5.83333333333333,0,0,0,0,0,0,2,0,0,0,5,5,5,35,5,5,0,5,5,5,0,0.666666666666667,0.1,0,0.233333333333333,0.0333333333333333,0.0666666666666667,0.9,0,0,0,0,0,0,0,0,0,0.955823293172691,0.00401606425702811,0.00803212851405622,0.0281124497991968,0,0.00401606425702811,0.955823293172691,0.0120481927710843,0.0160642570281124,0.0160642570281124,0,0.991967871485944,0,0,0.00803212851405622,0,0,0.991967871485944,0,0.00401606425702811,0.00401606425702811,0
"987","3.11.11",3,11,11,2005,1,0,1,20,4,15,99,"2024","3","980",0,0,0.00531914893617021,0,0,0,0,0.0106382978723404,0,0,0.00531914893617021,0,0,0.0638297872340425,8.6968085106383,0.0851063829787234,0.00531914893617021,284.574468085106,0.074468085106383,209.574468085106,58.2446808510638,1.82608695652174,0,0.4,1,3.45454545454545,2.54545454545455,1.63636363636364,0.454545454545455,0,56892.7976666667,90,1.06666666666667,0.9,16.4444444444444,2,0,0,0,0,10,0,0,0,0,0,12,15,99,15,0,88,15,NA,NA,0,0.466666666666667,0.5,0,0.0333333333333333,0.533333333333333,0,0.466666666666667,0,0,0,0,0,0,0,0,0,0.914893617021277,0.0106382978723404,0,0.0691489361702128,0.00531914893617021,0,0.914893617021277,0.0212765957446809,0,0.0265957446808511,0.0372340425531915,0.968085106382979,0,0,0.0319148936170213,0,0,0.968085106382979,0.0159574468085106,0,0.00531914893617021,0.0106382978723404
"988","3.11.12",3,11,12,2005,1,0,1,20,5,17,17,"493","2","278",0.00387596899224806,0,0.0116279069767442,0.0116279069767442,0.00775193798449612,0,0,0.00387596899224806,0,0.00387596899224806,0,0,0,0.0542635658914729,4.39922480620155,0.0852713178294574,0.647286821705426,1346.97674418605,0.0697674418604651,118.992248062016,77.4806201550388,0.909090909090909,0.153846153846154,1.5,0.952380952380952,4.05,3.2,2,0.736842105263158,0,80549.7952380952,90,0.904761904761905,0.785714285714286,18.4848484848485,1,0,0,0,0,1,1,0,0,0,0,8,18,18,18,0,0,18,9,NA,0,0.357142857142857,0.19047619047619,0,0.452380952380952,0,0.0476190476190476,0.952380952380952,0,0,0,0,0,0,0,0,0,0.914728682170543,0.00387596899224806,0,0.0813953488372093,0,0,0.914728682170543,0.00387596899224806,0.00775193798449612,0.0387596899224806,0.0348837209302326,0.996124031007752,0,0,0.00387596899224806,0,0,0.996124031007752,0,0,0,0.00387596899224806
"989","3.11.13",3,11,13,2005,1,0,1,20,4,6,30,"351","2","172",0,0.00873362445414847,0.0174672489082969,0.00436681222707424,0.00436681222707424,0.00436681222707424,0,0.00436681222707424,0,0,0,0,0,0.091703056768559,9.85589519650655,0.109170305676856,0.301310043668122,323.275109170306,0.100436681222707,186.899563318777,127.248908296943,0.375,0,1.27777777777778,1,3.2,2.86666666666667,2.26666666666667,0.733333333333333,0,165573.655,85.8333333333333,0.9,0.966666666666667,12.6206896551724,0,0,0,0,0,0,1,0,0,0,6,20,NA,30,30,6,0,6,6,NA,0,0.1,0.0333333333333333,0,0.866666666666667,0,0.166666666666667,0.833333333333333,0,0,0,0,0,0,0,0,0,0.890829694323144,0.00873362445414847,0,0.100436681222707,0,0,0.890829694323144,0.00436681222707424,0.0567685589519651,0.0218340611353712,0.0262008733624454,0.978165938864629,0,0,0.0218340611353712,0,0,0.978165938864629,0,0.0174672489082969,0.00436681222707424,0
"990","3.11.2",3,11,2,2005,1,0,1,20,3,13,60,"720","2","641",0.0173410404624277,0,0.0173410404624277,0,0.00578034682080925,0.00578034682080925,0,0.00578034682080925,0,0,0.0115606936416185,0,0,0.0289017341040462,5.32947976878613,0.0578034682080925,0.092485549132948,85.6936416184971,0.0346820809248555,151.734104046243,27.5722543352601,1.2,0,0.857142857142857,1.10526315789474,3.52631578947368,3.05263157894737,1.78947368421053,0.789473684210526,0,96387.185862069,82.8965517241379,1.25,1,13.3928571428571,1,0,0,0,0,1,10,0,5,0,0,3,12,65,12,0,0,12,0,12,0,0.896551724137931,0,0,0.103448275862069,0.724137931034483,0,0.275862068965517,0,0,0,0,0,0,0,0,0,0.942196531791908,0.0115606936416185,0.0115606936416185,0.0289017341040462,0.00578034682080925,0,0.942196531791908,0.023121387283237,0.00578034682080925,0.023121387283237,0.00578034682080925,1,0,0,0,0,0,1,0,0,0,0
"991","3.11.3",3,11,3,2005,1,0,1,30,NA,13,13,"1340","2","536",0,0.00529100529100529,0.0211640211640212,0,0.00529100529100529,0,0,0.0211640211640212,0,0,0,0.00529100529100529,0,0.0105820105820106,6.72486772486772,0.0423280423280423,0.037037037037037,163.492063492063,0.0211640211640212,65.6084656084656,7.61904761904762,1.6,0.6,0.909090909090909,1,2.77777777777778,2.33333333333333,1.88888888888889,0.888888888888889,0,81771.8882142857,72.75,0.535714285714286,0.928571428571429,5.85185185185185,0,0,0,0,0,0,0,0,1,0,2,9,13,13,13,13,13,13,NA,NA,0,0.428571428571429,0.535714285714286,0,0.0357142857142857,0.285714285714286,0,0.714285714285714,0,0,0,0,0,0,0,0,0,0.957671957671958,0.0105820105820106,0,0.0317460317460317,0,0,0.957671957671958,0.00529100529100529,0.0158730158730159,0.0158730158730159,0.00529100529100529,0.994708994708995,0.00529100529100529,0,0,0,0,0.994708994708995,0,0,0,0.00529100529100529
"992","3.11.4",3,11,4,2005,1,0,1,50,NA,13,99,"300","3","950",0.0102040816326531,0.00510204081632653,0.0408163265306122,0,0.0153061224489796,0,0,0.0306122448979592,0,0.00510204081632653,0,0,0,0,7.08163265306122,0.076530612244898,0.086734693877551,158.112244897959,0.0663265306122449,79.3367346938775,8.46938775510204,1.58333333333333,2,1.1,1,3.94117647058824,2.70588235294118,2.35294117647059,0.823529411764706,0,62999.28,77.1379310344828,1.62068965517241,0.862068965517241,6.07692307692308,1,0,0,0,0,0,4,0,2,0,0,22,13,99,13,13,0,13,0,13,0.0344827586206897,0.344827586206897,0.482758620689655,0,0.137931034482759,0.103448275862069,0,0.896551724137931,0,0,0,0,0,0,0,0,0,0.923469387755102,0.0102040816326531,0,0.0663265306122449,0,0,0.923469387755102,0.0306122448979592,0,0.0408163265306122,0.00510204081632653,0.994897959183674,0,0,0.00510204081632653,0,0,0.994897959183674,0,0,0,0.00510204081632653
"993","3.11.5",3,11,5,2005,1,0,1,25,6,10,10,"240","2","198",0.0117647058823529,0,0.0235294117647059,0,0,0,0,0,0.0117647058823529,0,0,0,0,0.0352941176470588,1.58823529411765,0.0588235294117647,0,19.2941176470588,0.0352941176470588,33.5294117647059,12,0.6,0.4,1,1.16666666666667,2.6,2.8,1.4,0.8,0,68872.83,90,1.07692307692308,0.923076923076923,12.3333333333333,1,0,0,0,0,0,10,0,2,0,0,3,8,8,8,8,0,8,0,8,0,0.153846153846154,0.615384615384615,0,0.230769230769231,0.307692307692308,0,0.692307692307692,0,0,0,0,0,0,0,0,0,0.941176470588235,0.0352941176470588,0,0.0235294117647059,0,0,0.941176470588235,0.0235294117647059,0.0117647058823529,0.0235294117647059,0,0.976470588235294,0,0,0.0235294117647059,0,0,0.976470588235294,0,0.0117647058823529,0.0117647058823529,0
"994","3.11.6",3,11,6,2005,1,0,1,40,6,25,35,"400","3","3550",0,0.00909090909090909,0.0272727272727273,0,0.0181818181818182,0,0,0.00909090909090909,0,0,0,0,0,0.0181818181818182,9.72727272727273,0.0818181818181818,0.909090909090909,14.2272727272727,0.0545454545454545,124.363636363636,4.54545454545455,1.66666666666667,0.8,1.25,1,1.75,2,1.71428571428571,0.714285714285714,0,55539.823,58,1.57894736842105,1,16.0526315789474,0,1,0,0,0,2,8,0,7,0,0,0,12,35,35,0,0,35,0,12,0.05,0.3,0.25,0,0.4,0.4,0,0.55,0,0,0,0,0,0,0,0,0.05,0.918181818181818,0.00909090909090909,0,0.0727272727272727,0,0,0.918181818181818,0.0545454545454545,0.00909090909090909,0.00909090909090909,0.00909090909090909,1,0,0,0,0,0,1,0,0,0,0
"995","3.11.7",3,11,7,2005,0,2,1,NA,NA,20,20,"1400","2","575",0,0,0.0204081632653061,0.0102040816326531,0,0,0,0,0,0,0,0,0,0.0510204081632653,5.43877551020408,0.0714285714285714,0,165.612244897959,0.0612244897959184,30.6122448979592,13.469387755102,1.77777777777778,NA,2,1,4,3.5,3,1,0,56213.972,87.5,0.6,0.9,6.11111111111111,0,0,0,0,0,0,4,0,0,0,8,8,15,15,8,15,0,15,15,15,0,0.75,0.25,0,0,0.55,0.05,0.2,0,0,0.05,0.15,0,0,0,0,0,0.928571428571429,0,0,0.0714285714285714,0,0,0.928571428571429,0.0204081632653061,0,0.0204081632653061,0.0306122448979592,1,0,0,0,0,0,1,0,0,0,0
"996","3.16.1",3,16,1,2005,1,0,0,35,6,11,15,"224","3","1237",0,0,0.0220264317180617,0,0.00440528634361234,0,0,0.00881057268722467,0,0.00440528634361234,0,0,0,0.0176211453744493,3.78854625550661,0.0572687224669604,0.066079295154185,228.810572687225,0.052863436123348,101.321585903084,53.9647577092511,0.588235294117647,0.705882352941177,0.764705882352941,1,3.08823529411765,3.44117647058824,2.11764705882353,0.764705882352941,0,75904.2675,90,1.5,0.96875,13.0645161290323,1,1,0,0,0,0,0,0,2,0,0,0,11,15,11,11,11,11,0,15,0.0625,0.15625,0.21875,0,0.5625,0.03125,0.0625,0.90625,0,0,0,0,0,0,0,0,0,0.94273127753304,0.00440528634361234,0,0.0484581497797357,0,0.00440528634361234,0.94273127753304,0.039647577092511,0,0.0176211453744493,0,0.969162995594714,0,0,0.0308370044052863,0,0,0.969162995594714,0.013215859030837,0,0.013215859030837,0.00440528634361234
"997","3.16.2",3,16,2,2005,1,0,1,60,6,9,12,"2842","3","1243",0,0,0.0280898876404494,0,0,0,0,0.00561797752808989,0.0112359550561798,0,0,0.00561797752808989,0,0.0112359550561798,4.41011235955056,0.050561797752809,0.0112359550561798,250,0.0224719101123595,83.9887640449438,37.6404494382022,0.611111111111111,0.555555555555556,0.833333333333333,1,2.33333333333333,2.83333333333333,1.66666666666667,0.833333333333333,0,68654.3,90,1.27586206896552,0.966666666666667,12.3793103448276,1,1,0,0,0,2,13,0,2,0,0,0,20,12,12,0,88,9,0,12,0.133333333333333,0.166666666666667,0.0333333333333333,0,0.666666666666667,0.266666666666667,0.0333333333333333,0.7,0,0,0,0,0,0,0,0,0,0.949438202247191,0.0112359550561798,0,0.0393258426966292,0,0,0.949438202247191,0.0112359550561798,0,0.0393258426966292,0,0.97752808988764,0,0,0.0168539325842697,0,0.00561797752808989,0.97752808988764,0.0112359550561798,0.00561797752808989,0.00561797752808989,0
"998","3.16.3",3,16,3,2005,1,0,1,35,2,6,50,"2286","3","1666",0.0228571428571429,0,0,0,0.00571428571428571,0,0,0.0114285714285714,0.0114285714285714,0.00571428571428571,0,0,0,0.0171428571428571,3.68571428571429,0.0628571428571429,0.0628571428571429,71.7142857142857,0.0285714285714286,178.285714285714,8.05714285714286,0,0,1.14285714285714,1,2.66666666666667,3,1.75,0.75,0,103435.22,90,2.34782608695652,1,10,1,0,0,0,0,0,10,0,3,0,0,15,7,50,7,7,0,7,0,NA,0.0384615384615385,0.153846153846154,0.192307692307692,0,0.615384615384615,0.384615384615385,0.115384615384615,0.461538461538462,0,0,0,0,0,0,0,0,0.0384615384615385,0.937142857142857,0.00571428571428571,0,0.0571428571428571,0,0,0.937142857142857,0,0.0342857142857143,0.0285714285714286,0,0.988571428571429,0,0,0.0114285714285714,0,0,0.988571428571429,0.00571428571428571,0.00571428571428571,0,0
"999","3.16.4",3,16,4,2005,1,0,1,40,3,12,19,"806","2","540",0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.12,6.6,0.12,0.6,16,0.04,244,56,NA,NA,NA,1,3.5,2.5,1.5,0.5,0,56904.845,90,1.25,1,21.75,0,0,0,0,0,0,1,0,0,0,NA,NA,3,15,NA,NA,0,NA,NA,NA,0,0,0.75,0,0.25,0.25,0,0.75,0,0,0,0,0,0,0,0,0,0.88,0.08,0,0.04,0,0,0.88,0,0.04,0.08,0,0.96,0,0,0.04,0,0,0.96,0.04,0,0,0
"1000","3.16.5",3,16,5,2005,1,0,1,20,2,4,50,"1129","2","375",0.00408163265306122,0.00816326530612245,0,0.00408163265306122,0.00408163265306122,0,0,0.00408163265306122,0.0122448979591837,0.00816326530612245,0,0,0,0.0244897959183673,2.91836734693878,0.0693877551020408,0.395918367346939,162.326530612245,0.0408163265306122,356.122448979592,27.1428571428571,1.66666666666667,0.703703703703704,0.48,1,3.38095238095238,2.95238095238095,2.19047619047619,0.714285714285714,0,69614.3272222222,88.8888888888889,0.388888888888889,0.972222222222222,17.5833333333333,1,0,0,0,0,0,1,0,0,0,0,4,4,50,4,4,0,4,4,NA,0.0555555555555556,0.138888888888889,0.194444444444444,0.0555555555555556,0.555555555555556,0.388888888888889,0.0277777777777778,0.583333333333333,0,0,0,0,0,0,0,0,0,0.930612244897959,0.00816326530612245,0,0.0571428571428571,0,0.00408163265306122,0.930612244897959,0.00816326530612245,0.00408163265306122,0.0448979591836735,0.0122448979591837,0.987755102040816,0,0,0.00408163265306122,0,0.00816326530612245,0.987755102040816,0,0.00408163265306122,0.00408163265306122,0.00408163265306122
