"","id","state","district","village","year","roadPaved","distanceToPavedRoad","roadMonsoonUsability","yearsWithPavedRoad","lnDistanceToPavedRoad","ImmunizationCampaignsNumber","distanceToNearestTown","distanceToNearestDistrictHQ","area","populationCategories","householdNumbersOf","mbCataract","mbTuberculosis","mbHighBP","mbHeartDisease","mbDiabetes","mbLeprosy","mbCancer","mbAsthma","mbPolio","mbParalysis","mbEpilepsy","mbMentalIllness","mbSTDorAIDS","mbOtherLongTerm","mbDaysIncapacitated","mbTreatmentRecieved","mbDaysHospitalized","mbCostOfTreatment","mbCostIncludesMedication","mbCostOfMeds","mbTravelExpenses","mbAnyDisease","mbComDisease","mbNonComDisease","smokeTobacco","chewTobacco","drinkAlcohol","illiterate","attendedSchool","urban","income","yearsLivingHere","ownToilet","electricity","electricityHours","seenDoctor","healthSubCenter","primaryHealthCenter","communityHealthCenter","govtMaternityCenter","pvtClinicTrainedDoc","pvtClinicUntrainedDoc","pvtHospital","pvtPharm","otherGovtMedFacility","distHealthSubCenter","distPrimaryHealthCenter","distCommunityHealthCenter","distDistrictHospital","distGovtMaternityCenter","distPvtClinicTrainedDoc","distPvtClinicUntrainedDoc","distPvtHospital","distPvtPharm","distOtherGovtMedFacility","caste.Brahmin","caste.OBC","caste.SC","caste.ST","caste.Other","drinkingWaterSource.Piped","drinkingWaterSource.TubeWell","drinkingWaterSource.HandPump","drinkingWaterSource.OpenWell","drinkingWaterSource.CoveredWell","drinkingWaterSource.River","drinkingWaterSource.Pond","drinkingWaterSource.Truck","drinkingWaterSource.RainWater","drinkingWaterSource.Bottled","drinkingWaterSource.Other","drinkingWaterSource.NA","mbTreatmentWho1.NA","mbTreatmentWho1.PublicDoc","mbTreatmentWho1.PublicDocInPvt","mbTreatmentWho1.PvtDoc","mbTreatmentWho1.Pharm","mbTreatmentWho1.OtherOrTraditional","mbTreatmentWhere1.NA","mbTreatmentWhere1.SameVillage","mbTreatmentWhere1.AnotherVillage","mbTreatmentWhere1.OtherTown","mbTreatmentWhere1.DistrictTown","mbTreatmentWho2.NA","mbTreatmentWho2.PublicDoc","mbTreatmentWho2.PublicDocInPvt","mbTreatmentWho2.PvtDoc","mbTreatmentWho2.Pharm","mbTreatmentWho2.OtherOrTraditional","mbTreatmentWhere2.NA","mbTreatmentWhere2.SameVillage","mbTreatmentWhere2.AnotherVillage","mbTreatmentWhere2.OtherTown","mbTreatmentWhere2.DistrictTown"
"1","1.12.1",1,12,1,2012,1,0,0,1,0,2,4,85,"","","",0,0,3.33333333333333,1.11111111111111,1.11111111111111,0,0,0,0,0,0,0,0,11.1111111111111,4.77777777777778,0.166666666666667,0.655555555555556,1558.95555555556,5.55555555555556,1400.55555555556,83.7777777777778,11.1111111111111,0,0,3.07692307692308,1.69230769230769,2.07692307692308,0.811111111111111,0.822222222222222,0,170056.9,73,30,100,11.65,1,1,0,0,0,0,0,0,0,0,NA,7,4,85,4,4,4,4,4,4,90,0,10,0,0,25,0,15,0,0,60,0,0,0,0,0,0,83.3333333333333,7.77777777777778,4.44444444444444,3.33333333333333,0,1.11111111111111,83.3333333333333,0,0,13.3333333333333,3.33333333333333,94.4444444444444,1.11111111111111,1.11111111111111,3.33333333333333,0,0,94.4444444444444,0,0,5.55555555555556,0
"2","1.12.3",1,12,3,2012,1,0,1,20,0,2,25,60,"","","",0,0,3.96039603960396,3.96039603960396,0.99009900990099,0,0,0.99009900990099,0,0.99009900990099,0,0,0,5.94059405940594,5.2970297029703,0.138613861386139,0.554455445544555,482.49504950495,1.98019801980198,2074.25742574257,173.762376237624,5.94059405940594,0,0,2.46153846153846,2.38461538461538,3,0.841584158415842,0.861386138613861,0,216620.454545455,55.6363636363636,27.2727272727273,100,11.8636363636364,1,0,0,0,0,0,1,0,1,0,10,10,25,60,25,25,NA,25,NA,25,40.9090909090909,4.54545454545455,0,0,54.5454545454545,31.8181818181818,0,50,0,0,18.1818181818182,0,0,0,0,0,0,86.1386138613861,3.96039603960396,0,8.91089108910891,0,0.99009900990099,86.1386138613861,0,0,10.8910891089109,2.97029702970297,97.029702970297,0,0,2.97029702970297,0,0,97.029702970297,0,0,0.99009900990099,1.98019801980198
"3","1.12.4",1,12,4,2012,1,0,0,14,0,4,8,8,"","","",0,0.709219858156028,5.67375886524823,0.709219858156028,3.54609929078014,0,0.709219858156028,0.709219858156028,0,0,0.709219858156028,0,0,3.54609929078014,9.16312056737589,0.134751773049645,0.141843971631206,1507.09219858156,1.41843971631206,1195.74468085106,27.3049645390071,3.54609929078014,0.709219858156028,0,2.54545454545455,2.36363636363636,1,0.75177304964539,0.773049645390071,0,175154.206896552,84.8275862068966,31.0344827586207,100,9.06896551724138,1,0,0,0,0,0,0,0,0,0,8,6,8,8,8,8,8,8,8,8,0,6.89655172413793,3.44827586206897,34.4827586206897,55.1724137931034,17.2413793103448,3.44827586206897,34.4827586206897,0,0,13.7931034482759,0,0,0,0,31.0344827586207,0,86.5248226950355,0,0,13.4751773049645,0,0,86.5248226950355,0,2.12765957446809,0.709219858156028,10.6382978723404,99.290780141844,0,0.709219858156028,0,0,0,99.290780141844,0,0,0,0.709219858156028
"4","1.12.6",1,12,6,2012,1,0,0,3,0,4,17,65,"","","",0.917431192660551,0,5.5045871559633,0.917431192660551,0.917431192660551,0,0,0,0,0,0,0,0,3.6697247706422,1.88073394495413,0.100917431192661,0.155963302752294,180.073394495413,4.58715596330275,504.587155963303,27.0642201834862,3.6697247706422,0,0,3.47619047619048,2.66666666666667,2.61904761904762,0.651376146788991,0.688073394495413,0,106243.125,67.5,0,100,12.8333333333333,1,1,0,0,0,0,0,0,0,0,NA,2,19,65,4,2,2,30,4,30,33.3333333333333,0,25,0,41.6666666666667,4.16666666666667,0,12.5,20.8333333333333,0,62.5,0,0,0,0,0,0,89.9082568807339,3.6697247706422,0,6.42201834862385,0,0,89.9082568807339,0,1.8348623853211,7.3394495412844,0.917431192660551,100,0,0,0,0,0,100,0,0,0,0
"5","1.13.1",1,13,1,2012,1,0,1,44,0,3,5,5,"","","",0,0,4.58715596330275,0,1.8348623853211,0,0,0.917431192660551,0,0,0,0.917431192660551,0,2.75229357798165,2.28440366972477,0.100917431192661,0.412844036697248,233.981651376147,0.917431192660551,773.394495412844,45.4128440366973,2.75229357798165,0,0.917431192660551,2.58823529411765,1.35294117647059,2.35294117647059,0.798165137614679,0.807339449541284,0,128170.227272727,65.5454545454545,31.8181818181818,100,12.4545454545455,0.954545454545455,1,0,0,0,0,2,0,2,0,NA,5,5,6,5,5,NA,5,NA,5,13.6363636363636,4.54545454545455,45.4545454545455,4.54545454545455,31.8181818181818,4.54545454545455,0,68.1818181818182,22.7272727272727,4.54545454545455,0,0,0,0,0,0,0,89.9082568807339,2.75229357798165,0,5.5045871559633,0.917431192660551,0.917431192660551,89.9082568807339,1.8348623853211,0,8.25688073394496,0,96.3302752293578,2.75229357798165,0.917431192660551,0,0,0,96.3302752293578,0,0.917431192660551,2.75229357798165,0
"6","1.13.15",1,13,15,2012,1,0,0,50,0,8,8,8,"","","",1.02040816326531,0,4.08163265306122,0,3.06122448979592,0,0,2.04081632653061,0,0,1.02040816326531,0,0,5.10204081632653,3.18367346938776,0.13265306122449,0.448979591836735,1103.57142857143,3.06122448979592,1679.59183673469,78.0612244897959,5.10204081632653,0,0,1.55555555555556,2.11111111111111,2.44444444444444,0.785714285714286,0.816326530612245,0,179008.958333333,84.3333333333333,33.3333333333333,100,4.83333333333333,0.958333333333333,1,0,0,0,0,2,0,2,0,NA,8,12,9,9,4,NA,5,NA,9,12.5,25,58.3333333333333,0,4.16666666666667,8.33333333333333,20.8333333333333,70.8333333333333,0,0,0,0,0,0,0,0,0,86.734693877551,4.08163265306122,8.16326530612245,0,0,1.02040816326531,86.734693877551,12.2448979591837,0,0,1.02040816326531,100,0,0,0,0,0,100,0,0,0,0
"7","1.13.2",1,13,2,2012,0,5,0,NA,1.6094379124341,2,15,75,"","","",0,0,4.34782608695652,1.44927536231884,1.44927536231884,0,0,5.79710144927536,0,0,0,0,0,4.34782608695652,2.17391304347826,0.144927536231884,0.333333333333333,94.6376811594203,0,276.811594202899,8.69565217391304,4.34782608695652,0,0,3,3.33333333333333,2.33333333333333,0.608695652173913,0.666666666666667,0,121277.5625,90,6.25,93.75,15.0666666666667,1,0,0,0,0,0,0,0,0,0,12,4,35,70,35,35,5,35,1,35,100,0,0,0,0,50,0,37.5,12.5,0,0,0,0,0,0,0,0,85.5072463768116,10.1449275362319,0,4.34782608695652,0,0,85.5072463768116,5.79710144927536,0,7.2463768115942,1.44927536231884,100,0,0,0,0,0,100,0,0,0,0
"8","1.13.3",1,13,3,2012,0,1,0,NA,0,4,8,35,"","","",0,0,3.15789473684211,2.10526315789474,1.05263157894737,0,0,2.10526315789474,0,0,0,0,0,3.15789473684211,1.22105263157895,0.115789473684211,0.157894736842105,687.515789473684,1.05263157894737,305.263157894737,15.7894736842105,3.15789473684211,0,0,3.625,2.125,2.25,0.642105263157895,0.673684210526316,0,119504.722222222,85.5555555555556,22.2222222222222,100,11.8888888888889,1,0,0,0,0,0,0,0,0,0,1,8,1,30,1,8,8,8,1,8,83.3333333333333,0,16.6666666666667,0,0,22.2222222222222,11.1111111111111,55.5555555555556,0,0,0,0,11.1111111111111,0,0,0,0,88.4210526315789,9.47368421052632,1.05263157894737,1.05263157894737,0,0,88.4210526315789,0,3.15789473684211,7.36842105263158,1.05263157894737,100,0,0,0,0,0,100,0,0,0,0
"9","1.13.4",1,13,4,2012,1,0,1,52,0,2,2,26,"","","",2.04081632653061,0,6.12244897959184,4.08163265306122,3.06122448979592,0,0,1.02040816326531,0,0,0,0,0,8.16326530612245,4.83673469387755,0.23469387755102,0.744897959183674,233.69387755102,11.2244897959184,1639.79591836735,155.612244897959,8.16326530612245,0,0,2.66666666666667,1.25,2.16666666666667,0.806122448979592,0.806122448979592,0,216239.428571429,65,66.6666666666667,100,12.4285714285714,1,1,1,0,0,0,2,0,0,0,NA,NA,2,23,2,2,NA,1,2,2,9.52380952380952,4.76190476190476,0,0,85.7142857142857,0,28.5714285714286,71.4285714285714,0,0,0,0,0,0,0,0,0,76.530612244898,11.2244897959184,4.08163265306122,8.16326530612245,0,0,76.530612244898,2.04081632653061,0,16.3265306122449,5.10204081632653,98.9795918367347,0,0,0,0,1.02040816326531,98.9795918367347,0,0,1.02040816326531,0
"10","1.13.5",1,13,5,2012,1,0,0,25,0,5,8,8,"","","",0,0,3,1,0,1,0,0,0,1,0,0,0,6,12.05,0.11,0.94,347,0,2336,119.5,6,0,0,1.64705882352941,2.11764705882353,2.35294117647059,0.78,0.82,1,175638.5,80,35,100,7.3,0.95,1,0,0,0,0,0,0,0,0,NA,3,6,8,8,2,1,4,2,2,5,5,70,0,20,95,0,0,0,0,0,0,5,0,0,0,0,89,0,4,7,0,0,89,11,0,0,0,98,0,2,0,0,0,98,2,0,0,0
"11","1.2.1",1,2,1,2012,0,5,1,NA,1.6094379124341,2,3,30,"","","",1.22699386503067,0,8.58895705521472,4.9079754601227,1.84049079754601,0,0,0,0,0,0,0,0,5.52147239263804,6.61349693251534,0.134969325153374,0.153374233128834,356.319018404908,5.52147239263804,794.662576687117,51.4723926380368,5.52147239263804,0,0,1.32142857142857,2.07142857142857,1.10714285714286,0.674846625766871,0.705521472392638,0,201835.55,90,100,100,10.8,0.95,0,0,NA,0,0,0,0,0,0,4,3,NA,30,30,6,3,30,3,3,0,40,0,0,60,100,0,0,0,0,0,0,0,0,0,0,0,86.5030674846626,5.52147239263804,4.29447852760736,3.06748466257669,0,0.613496932515337,86.5030674846626,1.22699386503067,3.06748466257669,3.06748466257669,6.13496932515337,99.3865030674847,0,0.613496932515337,0,0,0,99.3865030674847,0,0,0.613496932515337,0
"12","1.2.2",1,2,2,2012,1,0,0,1,0,2,5,30,"","","",0,0.735294117647059,5.14705882352941,1.47058823529412,0.735294117647059,0,0,0,0,0,0.735294117647059,1.47058823529412,0,9.55882352941176,13.8897058823529,0.154411764705882,0.205882352941176,1892.05882352941,9.55882352941176,960.294117647059,143.014705882353,9.55882352941176,0.735294117647059,1.47058823529412,2.03703703703704,1.22222222222222,1,0.637037037037037,0.644444444444444,0,303306.363636364,90,100,100,5.81818181818182,1,1,0,0,0,3,0,0,0,0,NA,4,8,30,4,NA,2,3,2,3,0,0,0,0,100,27.2727272727273,18.1818181818182,0,4.54545454545455,18.1818181818182,27.2727272727273,4.54545454545455,0,0,0,0,0,84.5588235294118,6.61764705882353,2.20588235294118,6.61764705882353,0,0,84.5588235294118,1.47058823529412,5.14705882352941,4.41176470588235,4.41176470588235,95.5882352941177,2.20588235294118,0,2.20588235294118,0,0,95.5882352941177,0,0,2.20588235294118,2.20588235294118
"13","1.2.4",1,2,4,2012,1,0,1,25,0,2,2,17,"","","",0.613496932515337,1.22699386503067,3.06748466257669,0.613496932515337,2.45398773006135,0,0.613496932515337,0,0.613496932515337,0,0,0.613496932515337,0,4.29447852760736,11.7484662576687,0.104294478527607,0.208588957055215,3182.82208588957,2.45398773006135,1207.36196319018,239.079754601227,4.29447852760736,1.22699386503067,0.613496932515337,1.95238095238095,1.66666666666667,1.0952380952381,0.633540372670807,0.708074534161491,0,287892.791666667,88.3333333333333,100,100,6.91666666666667,1,1,0,0,0,0,0,0,0,0,NA,4,4,15,5,5,5,5,5,5,0,0,0,0,100,66.6666666666667,12.5,0,0,0,20.8333333333333,0,0,0,0,0,0,89.5705521472393,4.29447852760736,2.45398773006135,3.68098159509202,0,0,89.5705521472393,0.613496932515337,1.22699386503067,7.36196319018405,1.22699386503067,98.159509202454,0.613496932515337,0,0.613496932515337,0,0.613496932515337,98.159509202454,0,0,1.84049079754601,0
"14","1.2.5",1,2,5,2012,1,0,1,0,0,2,2,2,"","","",2.22222222222222,0,15.5555555555556,2.96296296296296,2.22222222222222,0,0,2.96296296296296,0,0,0,1.48148148148148,0,8.88888888888889,23.4222222222222,0.244444444444444,0.837037037037037,967.555555555556,12.5925925925926,1377.03703703704,253.777777777778,8.88888888888889,0,1.48148148148148,2.52173913043478,1.1304347826087,1,0.696296296296296,0.725925925925926,0,172049.047619048,90,100,100,7.09523809523809,0.952380952380952,1,0,0,0,0,0,0,1,0,NA,2,8,8,8,2,2,70,NA,8,0,9.52380952380952,0,0,90.4761904761905,61.9047619047619,0,0,0,0,33.3333333333333,4.76190476190476,0,0,0,0,0,75.5555555555556,18.5185185185185,2.22222222222222,2.22222222222222,1.48148148148148,0,75.5555555555556,9.62962962962963,7.40740740740741,2.22222222222222,5.18518518518519,96.2962962962963,2.96296296296296,0,0.740740740740741,0,0,96.2962962962963,0,2.22222222222222,0,1.48148148148148
"15","1.5.1",1,5,1,2012,1,0,0,1,0,2,12,12,"","","",0,0,0.641025641025641,0.641025641025641,0.641025641025641,0,0,0.641025641025641,1.28205128205128,0,0,0.641025641025641,0,3.2051282051282,14.8076923076923,0.0576923076923077,0.128205128205128,1141.02564102564,2.56410256410256,230.769230769231,262.820512820513,3.2051282051282,0,0.641025641025641,3.61111111111111,1,1,0.480769230769231,0.525641025641026,0,146912.727272727,90,95.4545454545455,100,3.77272727272727,1,1,0,0,0,0,1,0,0,0,NA,3,12,12,12,3,NA,9,8,8,0,95.4545454545455,0,0,4.54545454545455,95.4545454545455,0,0,0,0,0,4.54545454545455,0,0,0,0,0,94.2307692307692,5.76923076923077,0,0,0,0,94.8717948717949,3.84615384615385,1.28205128205128,0,0,98.0769230769231,1.92307692307692,0,0,0,0,98.0769230769231,0,1.92307692307692,0,0
"16","1.5.2",1,5,2,2012,0,1,1,NA,0,2,1,5,"","","",0,0,0,1.29032258064516,0,0,0,0.645161290322581,0.645161290322581,1.29032258064516,0,0.645161290322581,0,0.645161290322581,9.29032258064516,0.032258064516129,0.0903225806451613,1709.67741935484,3.2258064516129,38.7096774193548,141.935483870968,0.645161290322581,0,0.645161290322581,4,1,1,0.554838709677419,0.561290322580645,0,381924.318181818,90,100,100,5.42857142857143,1,0,0,0,0,0,1,0,0,0,4,6,3,5,5,1,NA,8,3,3,0,72.7272727272727,0,0,27.2727272727273,90.9090909090909,0,0,0,0,9.09090909090909,0,0,0,0,0,0,97.4193548387097,1.93548387096774,0,0.645161290322581,0,0,97.4193548387097,0.645161290322581,1.29032258064516,0.645161290322581,0,97.4193548387097,2.58064516129032,0,0,0,0,97.4193548387097,0,1.29032258064516,0,1.29032258064516
"17","1.5.4",1,5,4,2012,0,1,0,NA,0,1,1,8,"","","",0,0,0.671140939597315,0,0,0,0,0.671140939597315,0,0,0,1.34228187919463,0,0,5.23489932885906,0.0268456375838926,0,422.818791946309,2.01342281879195,60.4026845637584,93.9597315436242,0,0,1.34228187919463,3.44,1.08,1,0.496644295302013,0.543624161073825,0,201887.380952381,90,85.7142857142857,100,3.95238095238095,1,0,0,0,0,0,1,0,0,0,1,1,3,10,10,2,NA,1,1,1,0,9.52380952380952,0,0,90.4761904761905,100,0,0,0,0,0,0,0,0,0,0,0,97.3154362416107,0.671140939597315,1.34228187919463,0.671140939597315,0,0,97.3154362416107,0,0,0.671140939597315,2.01342281879195,99.3288590604027,0,0.671140939597315,0,0,0,99.3288590604027,0,0.671140939597315,0,0
"18","1.5.5",1,5,5,2012,1,0,1,3,0,1,5,5,"","","",0.645161290322581,0,0.645161290322581,0.645161290322581,2.58064516129032,0,0,1.93548387096774,0,0.645161290322581,0,0,0,3.2258064516129,16.5161290322581,0.0903225806451613,0.32258064516129,1683.87096774194,4.51612903225806,580.645161290323,322.58064516129,3.2258064516129,0,0,3.91666666666667,1,1,0.741935483870968,0.735483870967742,0,266975.454545455,90,100,100,4,1,0,0,0,0,1,0,0,0,0,1,1,5,5,5,NA,5,5,5,5,0,0,0,4.54545454545455,95.4545454545455,18.1818181818182,81.8181818181818,0,0,0,0,0,0,0,0,0,0,90.9677419354839,8.38709677419355,0,0,0,0.645161290322581,92.258064516129,0.645161290322581,0,6.45161290322581,0.645161290322581,100,0,0,0,0,0,100,0,0,0,0
"19","1.5.6",1,5,6,2012,1,0,1,25,0,2,2,17,"","","",0,0,0.689655172413793,1.37931034482759,0,0,0,0.689655172413793,0,0.689655172413793,0,0.689655172413793,0,2.06896551724138,10.7586206896552,0.0482758620689655,1.03448275862069,2282.75862068966,2.06896551724138,213.793103448276,268.965517241379,2.06896551724138,0,0.689655172413793,2,2,1,0.641379310344828,0.696551724137931,0,220097.454545455,90,100,100,5.90909090909091,0.954545454545455,0,0,0,0,1,1,0,1,0,2,2,10,17,10,NA,NA,17,NA,17,0,13.6363636363636,4.54545454545455,0,81.8181818181818,90.9090909090909,0,0,4.54545454545455,0,0,4.54545454545455,0,0,0,0,0,95.1724137931034,4.82758620689655,0,0,0,0,95.1724137931034,2.75862068965517,0.689655172413793,0,1.37931034482759,97.9310344827586,0,0,2.06896551724138,0,0,97.9310344827586,0,0,1.37931034482759,0.689655172413793
"20","10.12.1",10,12,1,2012,0,3,1,NA,1.09861228866811,10,3,27,"","","",0.8,1.6,0,0.8,0,0,0,1.6,0,0,0,0.8,0,5.6,8.376,0.12,0.72,352,5.6,1201.2,320,5.6,1.6,0.8,3.125,2.875,1.5,0.4,0.504,0,35226.9473684211,90,5.26315789473684,31.5789473684211,3.16666666666667,1,0,0,0,0,0,6,0,0,0,3,20,20,27,27,27,NA,27,3,27,0,84.2105263157895,15.7894736842105,0,0,0,0,100,0,0,0,0,0,0,0,0,0,88,0,0.8,11.2,0,0,88,7.2,3.2,1.6,0,88,0,0.8,11.2,0,0,88,7.2,3.2,1.6,0
"21","10.12.2",10,12,2,2012,0,1,1,NA,0,10,5,30,"","","",0,2.1505376344086,1.0752688172043,0,0,0,0,4.3010752688172,0,0,0,0,0,9.67741935483871,14.7849462365591,0.172043010752688,0.161290322580645,494.838709677419,7.52688172043011,890.322580645161,145.698924731183,9.67741935483871,2.1505376344086,0,2.625,2.75,1.625,0.365591397849462,0.43010752688172,0,75073.3157894737,90,26.3157894736842,63.1578947368421,8.41666666666667,1,0,0,0,0,0,2,0,0,0,5,5,5,30,30,5,NA,30,5,5,0,73.6842105263158,26.3157894736842,0,0,0,0,100,0,0,0,0,0,0,0,0,0,82.7956989247312,1.0752688172043,2.1505376344086,13.9784946236559,0,0,82.7956989247312,4.3010752688172,10.752688172043,2.1505376344086,0,82.7956989247312,1.0752688172043,2.1505376344086,13.9784946236559,0,0,82.7956989247312,4.3010752688172,10.752688172043,2.1505376344086,0
"22","10.12.3",10,12,3,2012,0,5,0,NA,1.6094379124341,10,5,35,"","","",0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,16.6666666666667,13.3333333333333,0.25,0,0,0,1250,375,16.6666666666667,0,0,4,4,2,0.416666666666667,0.416666666666667,0,47946.6666666667,90,0,0,NA,1,0,0,0,0,0,5,0,0,0,5,18,18,35,35,18,NA,35,18,18,0,66.6666666666667,33.3333333333333,0,0,0,0,100,0,0,0,0,0,0,0,0,0,75,0,0,25,0,0,75,25,0,0,0,75,0,0,25,0,0,75,25,0,0,0
"23","10.12.4",10,12,4,2012,1,0,1,10,0,10,16,34,"","","",0,2.08333333333333,6.25,0,3.125,0,0,3.125,0,1.04166666666667,0,3.125,0,5.20833333333333,19.0520833333333,0.177083333333333,0.03125,1396.35416666667,9.375,937.5,216.875,5.20833333333333,2.08333333333333,3.125,1.66666666666667,3.75,1.08333333333333,0.583333333333333,0.677083333333333,0,52120.9523809524,81.5,33.3333333333333,100,3.47619047619048,1,1,0,0,0,0,6,0,3,0,NA,6,6,34,6,16,NA,34,NA,34,4.76190476190476,52.3809523809524,19.047619047619,0,23.8095238095238,0,0,100,0,0,0,0,0,0,0,0,0,82.2916666666667,1.04166666666667,2.08333333333333,14.5833333333333,0,0,82.2916666666667,4.16666666666667,6.25,4.16666666666667,3.125,92.7083333333333,1.04166666666667,0,6.25,0,0,92.7083333333333,1.04166666666667,3.125,0,3.125
"24","10.14.1",10,14,1,2012,1,0,1,15,0,12,40,40,"","","",0,1.37931034482759,2.06896551724138,0.689655172413793,0.689655172413793,0,0,1.37931034482759,0,0.689655172413793,0,0,0,2.75862068965517,2.01379310344828,0.0620689655172414,0.110344827586207,310.344827586207,4.13793103448276,233.793103448276,8.41379310344828,2.75862068965517,1.37931034482759,0,1.72,3.24,1.36,0.426573426573427,0.461538461538462,0,44993.32,90,4,64,4.53333333333333,0.76,1,0,0,0,0,10,0,10,0,NA,12,12,40,12,12,NA,12,NA,12,8,32,56,0,4,0,4,96,0,0,0,0,0,0,0,0,0,93.7931034482759,2.06896551724138,0,3.44827586206897,0.689655172413793,0,93.7931034482759,4.13793103448276,0.689655172413793,0,1.37931034482759,100,0,0,0,0,0,100,0,0,0,0
"25","10.14.2",10,14,2,2012,1,0,1,99,0,0,7,7,"","","",2.35294117647059,2.35294117647059,0.588235294117647,0,0,0,0,2.35294117647059,0,0.588235294117647,0.588235294117647,0,0,0.588235294117647,3.85294117647059,0.0764705882352941,0.411764705882353,701.176470588235,6.47058823529412,361.411764705882,102.235294117647,0.588235294117647,2.35294117647059,0,2.12820512820513,3.35897435897436,2.20512820512821,0.461538461538462,0.502958579881657,0,59665.78125,90,3.125,28.125,6.77777777777778,0.875,1,0,0,0,1,1,0,1,0,NA,7,7,7,3,NA,NA,7,NA,7,0,87.5,9.375,0,3.125,3.125,0,93.75,3.125,0,0,0,0,0,0,0,0,92.3529411764706,1.17647058823529,1.76470588235294,4.11764705882353,0.588235294117647,0,92.3529411764706,1.17647058823529,0,1.76470588235294,4.70588235294118,98.2352941176471,1.17647058823529,0,0.588235294117647,0,0,98.2352941176471,0,0,0.588235294117647,1.17647058823529
"26","10.14.3",10,14,3,2012,1,0,1,3,0,11,6,21,"","","",2.72108843537415,2.72108843537415,2.04081632653061,1.36054421768707,0,0,0,0,0,0,0,0,0,1.36054421768707,3.91156462585034,0.054421768707483,0.142857142857143,430.612244897959,4.76190476190476,242.176870748299,22.4489795918367,1.36054421768707,2.72108843537415,0,2.33333333333333,3.05555555555556,1.33333333333333,0.503401360544218,0.54421768707483,0,38041.1666666667,88.6666666666667,3.33333333333333,33.3333333333333,4.3,1,0,0,0,0,0,0,0,0,0,5,7,5,22,22,7,7,22,7,7,3.33333333333333,63.3333333333333,3.33333333333333,6.66666666666667,23.3333333333333,0,0,96.6666666666667,3.33333333333333,0,0,0,0,0,0,0,0,94.5578231292517,0,0.680272108843537,4.76190476190476,0,0,94.5578231292517,0.680272108843537,1.36054421768707,2.04081632653061,1.36054421768707,99.3197278911565,0,0,0.680272108843537,0,0,99.3197278911565,0,0,0,0.680272108843537
"27","10.14.4",10,14,4,2012,1,0,1,35,0,12,3,32,"","","",0,1.26582278481013,0,0,1.26582278481013,0,0,2.53164556962025,0,0,0,0,0,2.53164556962025,1.21518987341772,0.0632911392405063,0,74.0506329113924,5.06329113924051,123.164556962025,9.11392405063291,2.53164556962025,1.26582278481013,0,2,3.875,1.5,0.538461538461538,0.551282051282051,0,85714.6111111111,90,22.2222222222222,77.7777777777778,4.78571428571429,0.888888888888889,0,0,0,0,0,3,0,2,0,1,3,3,32,32,3,NA,3,NA,3,0,44.4444444444444,0,0,55.5555555555556,0,5.55555555555556,94.4444444444444,0,0,0,0,0,0,0,0,0,93.6708860759494,0,0,6.32911392405063,0,0,93.6708860759494,5.06329113924051,1.26582278481013,0,0,98.7341772151899,0,0,0,0,1.26582278481013,98.7341772151899,0,0,1.26582278481013,0
"28","10.14.5",10,14,5,2012,1,0,1,2,0,12,3,10,"","","",0.869565217391304,0,0.869565217391304,0,0.869565217391304,0,0,1.73913043478261,0,0.869565217391304,0,0,0,1.73913043478261,3.91304347826087,0.0347826086956522,0,11.304347826087,0,1173.91304347826,182.608695652174,1.73913043478261,0,0,2.05882352941176,3,1.94117647058824,0.382608695652174,0.495652173913044,0,43541.6,90,20,30,4.33333333333333,0.9,1,0,0,0,0,4,0,0,0,NA,6,6,9,7,4,NA,7,3,4,0,55,5,25,15,0,0,100,0,0,0,0,0,0,0,0,0,96.5217391304348,0,0.869565217391304,2.60869565217391,0,0,96.5217391304348,2.60869565217391,0.869565217391304,0,0,99.1304347826087,0.869565217391304,0,0,0,0,99.1304347826087,0.869565217391304,0,0,0
"29","10.14.6",10,14,6,2012,1,0,1,1,0,12,41,41,"","","",2.04081632653061,3.06122448979592,0,0,1.02040816326531,0,0,1.02040816326531,0,2.04081632653061,0,0,0,4.08163265306122,6.42857142857143,0.122448979591837,0.408163265306122,339.795918367347,8.16326530612245,1452.65306122449,119.285714285714,4.08163265306122,3.06122448979592,0,1,3.92857142857143,1.28571428571429,0.448979591836735,0.581632653061224,0,49130.85,87.25,20,40,4.125,0.75,0,0,0,0,0,4,0,0,0,1,8,8,45,45,8,NA,42,8,8,10,85,0,0,5,0,0,100,0,0,0,0,0,0,0,0,0,87.7551020408163,0,2.04081632653061,10.2040816326531,0,0,87.7551020408163,4.08163265306122,7.14285714285714,0,1.02040816326531,96.9387755102041,0,0,3.06122448979592,0,0,96.9387755102041,2.04081632653061,1.02040816326531,0,0
"30","10.14.7",10,14,7,2012,0,2,1,NA,0.693147180559945,10,25,25,"","","",1,1,1,2,0,0,0,1,1,0,0,0,0,5,1.55,0.11,1.55,947,6,59,19,5,1,0,1.85714285714286,3.8,2.2,0.58,0.61,0,54704.380952381,90,19.047619047619,47.6190476190476,4.6,1,0,0,0,0,4,4,0,3,0,2,2,5,26,2,0,0,5,0,5,0,38.0952380952381,52.3809523809524,0,9.52380952380952,0,0,100,0,0,0,0,0,0,0,0,0,89,1,0,9,1,0,89,9,2,0,0,98,0,1,1,0,0,98,2,0,0,0
