"","id","state","district","village","year","roadPaved","distanceToPavedRoad","roadMonsoonUsability","yearsWithPavedRoad","lnDistanceToPavedRoad","ImmunizationCampaignsNumber","distanceToNearestTown","distanceToNearestDistrictHQ","area","populationCategories","householdNumbersOf","mbCataract","mbTuberculosis","mbHighBP","mbHeartDisease","mbDiabetes","mbLeprosy","mbCancer","mbAsthma","mbPolio","mbParalysis","mbEpilepsy","mbMentalIllness","mbSTDorAIDS","mbOtherLongTerm","mbDaysIncapacitated","mbTreatmentRecieved","mbDaysHospitalized","mbCostOfTreatment","mbCostIncludesMedication","mbCostOfMeds","mbTravelExpenses","mbAnyDisease","mbComDisease","mbNonComDisease","smokeTobacco","chewTobacco","drinkAlcohol","illiterate","attendedSchool","urban","income","yearsLivingHere","ownToilet","electricity","electricityHours","healthSubCenter","primaryHealthCenter","communityHealthCenter","districtHospital","govtMaternityCenter","pvtClinicTrainedDoc","pvtClinicUntrainedDoc","pvtHospital","pvtPharm","otherGovtMedFacility","distHealthSubCenter","distPrimaryHealthCenter","distCommunityHealthCenter","distDistrictHospital","distGovtMaternityCenter","distPvtClinicTrainedDoc","distPvtClinicUntrainedDoc","distPvtHospital","distPvtPharm","distOtherGovtMedFacility","caste.Brahmin","caste.OBC","caste.SC","caste.ST","caste.Other","drinkingWaterSource.Piped","drinkingWaterSource.TubeWell","drinkingWaterSource.HandPump","drinkingWaterSource.OpenWell","drinkingWaterSource.CoveredWell","drinkingWaterSource.River","drinkingWaterSource.Pond","drinkingWaterSource.Truck","drinkingWaterSource.RainWater","drinkingWaterSource.Bottled","drinkingWaterSource.Other","drinkingWaterSource.NA","mbTreatmentWho1.NA","mbTreatmentWho1.PublicDoc","mbTreatmentWho1.PublicDocInPvt","mbTreatmentWho1.PvtDoc","mbTreatmentWho1.Pharm","mbTreatmentWho1.OtherOrTraditional","mbTreatmentWhere1.NA","mbTreatmentWhere1.SameVillage","mbTreatmentWhere1.AnotherVillage","mbTreatmentWhere1.OtherTown","mbTreatmentWhere1.DistrictTown","mbTreatmentWho2.NA","mbTreatmentWho2.PublicDoc","mbTreatmentWho2.PublicDocInPvt","mbTreatmentWho2.PvtDoc","mbTreatmentWho2.Pharm","mbTreatmentWho2.OtherOrTraditional","mbTreatmentWhere2.NA","mbTreatmentWhere2.SameVillage","mbTreatmentWhere2.AnotherVillage","mbTreatmentWhere2.OtherTown","mbTreatmentWhere2.DistrictTown"
"1","1.12.1",1,12,1,2005,0,1,0,-1,0,2,1,80,3021,3,1158,0,0,0.980392156862745,0,0,0,0,0,0,0,0,0,0,0,0.0490196078431373,0.00980392156862745,0,1.96078431372549,0,9.80392156862745,0,0,0,0,1.35714285714286,0.428571428571429,0.428571428571429,0.735294117647059,0.774509803921569,0,64452.1475,69.25,0.2,100,18.8,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,88,-3,-3,88,-3,-3,-3,90,0,10,0,0,15,0,15,10,0,0,50,0,0,0,10,0,99.0196078431373,0,0.980392156862745,0,0,0,99.0196078431373,0.980392156862745,0,0,0,100,0,0,0,0,0,100,0,0,0,0
"2","1.12.3",1,12,3,2005,1,0,1,10,0,2,25,60,200,1,138,0,0,5.40540540540541,1.8018018018018,0,0,1.8018018018018,0,0,0,0,0,0,0.900900900900901,6.42342342342342,0.0630630630630631,0.72972972972973,21.1711711711712,0,693.693693693694,201.801801801802,0.900900900900901,0,0,1,1.11111111111111,0.888888888888889,0.774774774774775,0.846846846846847,0,71275.5405,60.55,0.15,100,18.9,1,0,0,0,0,0,0,0,1,0,0,25,25,60,25,25,25,25,0,60,65,0,0,0,35,40,0,35,25,0,0,0,0,0,0,0,0,93.6936936936937,5.40540540540541,0,0.900900900900901,0,0,93.6936936936937,3.6036036036036,0,0.900900900900901,1.8018018018018,95.4954954954955,1.8018018018018,0.900900900900901,1.8018018018018,0,0,95.4954954954955,0,1.8018018018018,2.7027027027027,0
"3","1.12.4",1,12,4,2005,1,0,1,65,0,3,6,6,1810,2,701,0,0,0.657894736842105,0,0.657894736842105,0,0,0,0,0,0,0,0,0,0.0460526315789474,0.00657894736842105,0,0.986842105263158,0,13.1578947368421,1.31578947368421,0,0,0,1.5,0.75,0,0.596026490066225,0.662251655629139,0,59922.567,79.85,0.25,90,17.7368421052632,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,88,6,6,-3,0,15,5,15,65,25,0,30,15,0,0,30,0,0,0,0,0,99.3421052631579,0,0,0.657894736842105,0,0,99.3421052631579,0,0,0,0.657894736842105,99.3421052631579,0,0,0.657894736842105,0,0,99.3421052631579,0,0,0,0.657894736842105
"4","1.12.6",1,12,6,2005,0,2,0,-1,0.693147180559945,3,14,60,450,2,198,0,0,1.98019801980198,1.98019801980198,1.98019801980198,0,0.99009900990099,0,0.99009900990099,0,0,0,0,0,3.36633663366337,0.0396039603960396,0.98019801980198,12.8712871287129,0,792.079207920792,49.5049504950495,0,0,0,1.42857142857143,0.785714285714286,0.571428571428571,0.623762376237624,0.712871287128713,0,41301.611,81.35,0,100,17.35,1,0,0,0,0,0,0,0,0,0,0,3,-3,68,20,25,88,25,3,25,40,10,5,0,45,5,0,5,60,0,5,25,0,0,0,0,0,96.039603960396,2.97029702970297,0,0.99009900990099,0,0,96.039603960396,0,1.98019801980198,1.98019801980198,0,100,0,0,0,0,0,100,0,0,0,0
"5","1.13.1",1,13,1,2005,1,0,1,5,0,0,10,55,239,1,154,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0.137614678899083,0.00917431192660551,0,45.8715596330275,0.917431192660551,18.348623853211,15.5963302752294,0,0,0,1.4,0.4,0.4,0.592592592592593,0.62037037037037,0,81609.459,90,0.2,100,6.75,1,0,0,0,0,0,1,0,0,0,0,-3,-3,88,-3,-3,0,-3,-3,-3,15,10,40,0,35,0,0,80,20,0,0,0,0,0,0,0,0,99.0825688073395,0,0,0.917431192660551,0,0,99.0825688073395,0,0,0,0.917431192660551,100,0,0,0,0,0,100,0,0,0,0
"6","1.13.15",1,13,15,2005,1,0,0,4,0,2,7,17,30,2,194,0.943396226415094,0.943396226415094,1.88679245283019,1.88679245283019,0,0,0,1.88679245283019,0,0,0,0,0,0,4.66981132075472,0.0566037735849057,0.320754716981132,118.867924528302,5.66037735849057,59.4339622641509,15.5660377358491,0,0.943396226415094,0,1.38461538461538,0.153846153846154,0.692307692307692,0.80188679245283,0.820754716981132,0,77325.044,78.6,0.315789473684211,94.7368421052632,7.78947368421053,0,0,0,0,0,0,0,0,0,0,1,-3,-3,17,-3,10,88,10,10,-3,10,5,70,5,10,0,10,85,5,0,0,0,0,0,0,0,0,94.3396226415094,2.83018867924528,0.943396226415094,1.88679245283019,0,0,94.3396226415094,1.88679245283019,0,0.943396226415094,2.83018867924528,97.1698113207547,0.943396226415094,0.943396226415094,0.943396226415094,0,0,97.1698113207547,0,0,0,2.83018867924528
"7","1.13.2",1,13,2,2005,0,20,-1,-1,2.99573227355399,0,30,67,800,1,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88888888888889,0,0,0.588235294117647,0.588235294117647,0,54986.864,90,0.0526315789473684,89.4736842105263,8.88888888888889,0,0,0,0,0,0,0,0,0,0,3,3,-3,88,-3,-3,88,-3,-3,-3,90,0,10,0,0,0,0,15,80,0,0,0,0,0,0,0,5,100,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,100,0,0,0,0
"8","1.13.3",1,13,3,2005,0,1,1,-1,0,2,7,35,349,2,101,0.961538461538462,0,0,0,0,0,0,0,0,0,0,0.961538461538462,0,0,4.375,0.00961538461538462,0,24.0384615384615,0,9.61538461538461,4.80769230769231,0,0,0.961538461538462,1.7,0.4,0,0.663461538461538,0.673076923076923,0,35552.1005,86.75,0,90,4.35,0,0,0,0,0,0,0,0,0,0,4,2,80,35,7,-3,88,-3,2,-3,100,0,0,0,0,60,10,25,0,0,0,0,0,0,0,5,0,99.0384615384615,0,0,0.961538461538462,0,0,99.0384615384615,0,0,0,0.961538461538462,100,0,0,0,0,0,100,0,0,0,0
"9","1.13.4",1,13,4,2005,1,0,1,45,0,0,2,30,39,2,400,1.85185185185185,0,2.77777777777778,0,0,0,0,0,0,0,0,0,0,1.85185185185185,0.694444444444444,0.0462962962962963,0.259259259259259,298.148148148148,3.7037037037037,64.8148148148148,22.2222222222222,1.85185185185185,0,0,1,0,0.4,0.823529411764706,0.821782178217822,0,71077.052,71.35,0.7,95,7.2,1,1,1,0,0,0,2,0,2,1,0,0,0,88,-3,-3,0,-3,0,0,15,0,0,0,85,0,0,100,0,0,0,0,0,0,0,0,0,95.3703703703704,0.925925925925926,0,2.77777777777778,0.925925925925926,0,95.3703703703704,0.925925925925926,0,0,3.7037037037037,100,0,0,0,0,0,100,0,0,0,0
"10","1.13.5",1,13,5,2005,1,0,1,15,0,2,12,12,713,3,1182,0,0,2.10526315789474,3.15789473684211,0,0,0,0,0,0,0,1.05263157894737,0,2.10526315789474,12.5789473684211,0.0631578947368421,0.105263157894737,10.5263157894737,0,731.578947368421,26.3157894736842,2.10526315789474,0,1.05263157894737,1.27272727272727,0.454545454545455,0.833333333333333,0.702127659574468,0.75531914893617,0,50021.303,71.85,0.315789473684211,100,10.7894736842105,1,0,0,0,0,0,0,0,0,0,0,3,15,15,15,15,15,15,3,15,15,0,65,0,20,90,0,0,0,0,0,0,5,0,0,0,5,93.6842105263158,3.15789473684211,0,3.15789473684211,0,0,93.6842105263158,0,6.31578947368421,0,0,98.9473684210526,0,0,1.05263157894737,0,0,98.9473684210526,0,1.05263157894737,0,0
"11","1.2.1",1,2,1,2005,0,2,-1,-1,0.693147180559945,2,25,22,71,1,112,0.606060606060606,0,2.42424242424242,0.606060606060606,1.81818181818182,0,0,1.21212121212121,0,0,0,0,0,4.84848484848485,3.18787878787879,0.103030303030303,1.29090909090909,36.6666666666667,1.21212121212121,604.666666666667,51.4545454545455,4.84848484848485,0,0,1.89473684210526,0,0,0.496969696969697,0.606060606060606,0,106755.658,87,0.95,95,23.6842105263158,0,0,0,0,0,0,0,0,0,0,5,2,2,22,22,2,2,22,22,22,0,0,0,0,100,95,0,0,0,0,5,0,0,0,0,0,0,89.6969696969697,8.48484848484849,0.606060606060606,1.21212121212121,0,0,89.6969696969697,3.03030303030303,0.606060606060606,2.42424242424242,4.24242424242424,100,0,0,0,0,0,100,0,0,0,0
"12","1.2.2",1,2,2,2005,0,3,1,-1,1.09861228866811,2,7,25,197,2,159,0,0,2.7972027972028,4.1958041958042,0,0,0,0.699300699300699,0,0,0,0.699300699300699,0,5.59440559440559,1.46153846153846,0.125874125874126,1.17482517482517,73.2727272727273,0.699300699300699,523.748251748252,7.2027972027972,5.59440559440559,0,0.699300699300699,2,0,0,0.429577464788732,0.514084507042254,0,78859.4405,90,1,100,13.25,1,0,0,0,0,0,0,0,0,0,0,8,8,25,25,6,88,25,25,25,0,0,0,0,100,0,5,0,35,50,10,0,0,0,0,0,0,87.4125874125874,5.59440559440559,2.0979020979021,4.89510489510489,0,0,87.4125874125874,3.4965034965035,1.3986013986014,4.89510489510489,2.7972027972028,99.3006993006993,0.699300699300699,0,0,0,0,99.3006993006993,0,0,0,0.699300699300699
"13","1.2.3",1,2,3,2005,0,1,1,-1,0,2,6,40,94,1,98,0,0,4.09356725146199,2.33918128654971,1.16959064327485,0,0,1.16959064327485,0,0,0,0.584795321637427,0,6.4327485380117,2.78362573099415,0.140350877192982,0.187134502923977,144.035087719298,1.75438596491228,348.538011695906,17.4385964912281,6.4327485380117,0,0.584795321637427,1.96,0,0,0.508771929824561,0.614035087719298,0,86987.0065,90,1,100,18.55,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,88,-3,-3,88,-3,-3,-3,0,0,0,0,100,85,5,0,0,0,10,0,0,0,0,0,0,85.9649122807018,8.7719298245614,2.33918128654971,2.33918128654971,0.584795321637427,0,85.9649122807018,4.09356725146199,2.92397660818713,7.01754385964912,0,99.4152046783626,0.584795321637427,0,0,0,0,99.4152046783626,0,0.584795321637427,0,0
"14","1.2.4",1,2,4,2005,1,0,0,2,0,2,4,4,472,3,1135,0.680272108843537,0,2.72108843537415,2.04081632653061,0,0,0,2.04081632653061,0,0.680272108843537,0,0,0,4.76190476190476,1.36734693877551,0.115646258503401,1.00680272108844,174.272108843537,3.40136054421769,370.748299319728,80.0816326530612,4.76190476190476,0,0,1.5,0.25,0,0.482993197278912,0.591836734693878,0,54364.3835,87.15,1,100,13.4,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,0,5,0,0,95,65,5,0,0,0,30,0,0,0,0,0,0,88.4353741496599,4.76190476190476,0,4.76190476190476,2.04081632653061,0,88.4353741496599,2.04081632653061,2.04081632653061,2.72108843537415,4.76190476190476,100,0,0,0,0,0,100,0,0,0,0
"15","1.2.5",1,2,5,2005,1,0,0,2,0,2,6,65,105,2,277,1.48148148148148,0,2.22222222222222,2.22222222222222,0,0,0,0,0.740740740740741,0.740740740740741,0,0.740740740740741,0,3.7037037037037,1.74814814814815,0.103703703703704,0.42962962962963,305.185185185185,4.44444444444444,181.481481481481,30.0740740740741,3.7037037037037,0,0.740740740740741,1.8,0.08,0.08,0.503703703703704,0.619402985074627,0,52986.1905,90,1,85,14.3684210526316,1,0,0,0,0,0,0,0,0,0,0,3,4,65,65,6,6,8,8,8,0,15,0,0,85,10,0,0,0,0,90,0,0,0,0,0,0,89.6296296296296,7.40740740740741,0.740740740740741,1.48148148148148,0.740740740740741,0,89.6296296296296,2.22222222222222,1.48148148148148,6.66666666666667,0,100,0,0,0,0,0,100,0,0,0,0
"16","1.5.1",1,5,1,2005,1,0,1,7,0,4,12,32,184,3,951,0,0,3.47222222222222,0,0,0,0,0.694444444444444,1.38888888888889,0,0,0,0,0.694444444444444,0.645833333333333,0.0486111111111111,0.0208333333333333,11.0416666666667,1.38888888888889,72.5694444444444,11.7361111111111,0.694444444444444,0,0,2,0,0,0.244444444444444,0.451851851851852,0,46069.9475,90,0.6,95,7,1,0,0,0,0,0,1,0,3,0,0,-3,-3,88,-3,-3,0,-3,-1,-3,0,50,0,0,50,90,0,0,0,0,0,10,0,0,0,0,0,95.1388888888889,2.77777777777778,0.694444444444444,0,1.38888888888889,0,95.1388888888889,2.08333333333333,0,2.08333333333333,0.694444444444444,97.2222222222222,1.38888888888889,0,0,1.38888888888889,0,97.2222222222222,2.08333333333333,0,0.694444444444444,0
"17","1.5.2",1,5,2,2005,0,1,1,-1,0,0,4,25,280,2,174,0.694444444444444,0,2.77777777777778,1.38888888888889,0.694444444444444,0,0,1.38888888888889,0.694444444444444,0,0.694444444444444,0,0,3.47222222222222,4.09722222222222,0.0763888888888889,0.0347222222222222,157.638888888889,4.16666666666667,206.25,65.0694444444444,3.47222222222222,0,0,2,0,0,0.460992907801418,0.625,0,197538.09,90,0.9,100,6.4,0,0,0,0,0,0,0,0,0,0,4,4,6,25,4,1,1,4,1,5,0,65,5,0,30,100,0,0,0,0,0,0,0,0,0,0,0,92.3611111111111,2.08333333333333,1.38888888888889,3.47222222222222,0.694444444444444,0,92.3611111111111,0.694444444444444,0.694444444444444,4.16666666666667,2.08333333333333,95.1388888888889,2.77777777777778,1.38888888888889,0,0,0.694444444444444,95.1388888888889,0,0.694444444444444,2.08333333333333,2.08333333333333
"18","1.5.4",1,5,4,2005,0,1,0,-1,0,4,5,5,47,1,118,0,0,3.54609929078014,2.83687943262411,0.709219858156028,0,0,0,0,0,0,0,0.709219858156028,0,3.31914893617021,0.049645390070922,0.0141843971631206,35.1418439716312,0.709219858156028,106.382978723404,25.531914893617,0,0,0,2,0,0,0.404255319148936,0.560283687943262,0,60750.8365,90,0.65,100,6.45,0,0,0,0,0,0,10,0,0,0,3,3,3,5,60,3,0,5,5,5,0,5,0,0,95,80,10,5,0,0,5,0,0,0,0,0,0,95.0354609929078,2.12765957446809,0,2.12765957446809,0,0.709219858156028,95.0354609929078,0.709219858156028,0,0,4.25531914893617,97.1631205673759,1.41843971631206,0,1.41843971631206,0,0,97.1631205673759,0,0,1.41843971631206,1.41843971631206
"19","1.5.5",1,5,5,2005,0,3,0,-1,1.09861228866811,2,6,6,30,1,115,0,0.699300699300699,5.59440559440559,2.7972027972028,0.699300699300699,0,0,0,0,0,0,0,0,0.699300699300699,1.95104895104895,0.0769230769230769,0.0629370629370629,106.657342657343,1.3986013986014,165.034965034965,22.3776223776224,0.699300699300699,0.699300699300699,0,1.92307692307692,0,0,0.661971830985915,0.732394366197183,0,48280.3595,90,0.8,100,7.35,0,0,0,0,0,0,1,0,0,0,2,2,2,5,5,5,0,5,5,-3,0,0,0,0,100,15,40,45,0,0,0,0,0,0,0,0,0,92.3076923076923,2.0979020979021,0.699300699300699,3.4965034965035,1.3986013986014,0,92.3076923076923,1.3986013986014,1.3986013986014,2.0979020979021,2.7972027972028,94.4055944055944,2.7972027972028,0.699300699300699,1.3986013986014,0,0.699300699300699,94.4055944055944,1.3986013986014,1.3986013986014,0,2.7972027972028
"20","1.5.6",1,5,6,2005,1,0,1,3,0,2,2,16,723,3,706,0,0.72992700729927,1.45985401459854,0,1.45985401459854,0,0,0,0.72992700729927,0,0,0,0,1.45985401459854,2.85401459854015,0.116788321167883,0.313868613138686,329.197080291971,9.48905109489051,36.4963503649635,19.1970802919708,1.45985401459854,0.72992700729927,0,1.85714285714286,0,0,0.651851851851852,0.681481481481481,0,62841.321,90,0.6,100,6.75,0,1,0,0,0,2,4,0,0,0,-3,0,-3,88,-3,0,0,-3,-3,-3,0,0,10,0,90,50,35,10,0,0,5,0,0,0,0,0,0,88.3211678832117,10.9489051094891,0,0.72992700729927,0,0,88.3211678832117,8.02919708029197,0,2.18978102189781,1.45985401459854,91.2408759124088,8.75912408759124,0,0,0,0,91.2408759124088,7.2992700729927,0,0,1.45985401459854
"21","10.12.1",10,12,1,2005,0,12,1,-1,2.484906649788,5,30,30,549,3,2137,0,0,0,1.75438596491228,0.87719298245614,0,0,2.63157894736842,0,0,0,0,0,0.87719298245614,1.79824561403509,0.0526315789473684,0.0175438596491228,27.1929824561403,0,12.280701754386,5.70175438596491,0.87719298245614,0,0,1.64285714285714,1.71428571428571,0.642857142857143,0.280701754385965,0.300884955752212,0,24898.1271428571,79.7142857142857,0,0,0,1,0,0,0,0,0,5,0,0,0,0,15,30,30,30,4,0,30,5,-3,0,85.7142857142857,14.2857142857143,0,0,0,100,0,0,0,0,0,0,0,0,0,0,94.7368421052632,0,0,5.26315789473684,0,0,94.7368421052632,0,0.87719298245614,1.75438596491228,2.63157894736842,100,0,0,0,0,0,100,0,0,0,0
"22","10.12.2",10,12,2,2005,0,1,0,-1,0,5,28,28,370,2,688,0.943396226415094,2.83018867924528,0,0,0,0.943396226415094,0,0.943396226415094,0,0,0,0,0,4.71698113207547,11.6037735849057,0.0943396226415094,0.132075471698113,478.77358490566,0.943396226415094,264.622641509434,31.4716981132075,4.71698113207547,2.83018867924528,0,1.76923076923077,1.53846153846154,0.615384615384615,0.40952380952381,0.40952380952381,0,30423.3536842105,90,0.157894736842105,0,0,0,0,0,0,0,0,0,0,0,0,4,3,28,28,28,3,28,28,3,-3,0,78.9473684210526,21.0526315789474,0,0,0,100,0,0,0,0,0,0,0,0,0,0,90.5660377358491,0,0,9.43396226415094,0,0,90.5660377358491,0,0.943396226415094,1.88679245283019,6.60377358490566,99.0566037735849,0,0,0.943396226415094,0,0,99.0566037735849,0,0,0.943396226415094,0
"23","10.12.3",10,12,3,2005,0,5,-1,-1,1.6094379124341,5,32,32,322,2,251,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,7.69230769230769,6.92307692307692,0.153846153846154,0,42.3076923076923,0,50,11.5384615384615,7.69230769230769,0,0,2,2,1.33333333333333,0.538461538461538,0.538461538461538,0,523.04,90,0,0,NA,0,0,0,0,0,0,0,0,0,0,15,15,32,32,32,32,4,32,32,-3,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,84.6153846153846,0,0,15.3846153846154,0,0,84.6153846153846,0,0,0,15.3846153846154,100,0,0,0,0,0,100,0,0,0,0
"24","10.12.4",10,12,4,2005,1,0,1,15,0,4,16,30,485,3,3494,3.80952380952381,0,0,0.952380952380952,0,0,0.952380952380952,5.71428571428571,1.9047619047619,0,0,0,0,0.952380952380952,0.285714285714286,0.0952380952380952,0.885714285714286,64.2857142857143,4.76190476190476,138.095238095238,17.1428571428571,0.952380952380952,0,0,1.75,1.83333333333333,0.782608695652174,0.450980392156863,0.465346534653465,0,25715.73,88,0.25,10,5.5,1,0,0,0,0,1,1,0,0,0,0,4,17,30,30,0,0,17,-3,-3,15,45,15,0,25,0,100,0,0,0,0,0,0,0,0,0,0,90.4761904761905,0,0,9.52380952380952,0,0,90.4761904761905,1.9047619047619,0,2.85714285714286,4.76190476190476,98.0952380952381,0,0,1.9047619047619,0,0,98.0952380952381,0,0.952380952380952,0,0.952380952380952
"25","10.14.1",10,14,1,2005,1,0,1,5,0,6,18,40,2177,3,2017,0,0.72463768115942,1.44927536231884,0,0,0,0,4.34782608695652,0,0,0,0,0,12.3188405797101,4.95652173913043,0.159420289855072,0.036231884057971,14.4927536231884,10.8695652173913,536.86231884058,17.7826086956522,12.3188405797101,0.72463768115942,0,1.94736842105263,2,1.72727272727273,0.318840579710145,0.398550724637681,0,25399.2396,90,0.04,4,1,1,0,0,0,0,2,5,1,10,0,0,14,40,40,40,0,0,0,0,-3,12,40,48,0,0,0,0,100,0,0,0,0,0,0,0,0,0,84.0579710144928,0,0,11.5942028985507,4.34782608695652,0,84.0579710144928,10.8695652173913,0.72463768115942,0,4.34782608695652,97.1014492753623,0,0,2.89855072463768,0,0,97.1014492753623,0,0.72463768115942,0,2.17391304347826
"26","10.14.2",10,14,2,2005,1,0,1,1,0,5,3,5,373,2,710,0,2.27272727272727,0,0,0,0,0,0.757575757575758,0,0,0,0.757575757575758,0,9.09090909090909,12.8181818181818,0.136363636363636,0.507575757575758,151.515151515152,13.6363636363636,1187.87878787879,35.9848484848485,9.09090909090909,2.27272727272727,0.757575757575758,1.25,1.86363636363636,1.6,0.295454545454545,0.310606060606061,0,25542.6211538462,90,0.0384615384615385,0,NA,1,0,0,0,0,0,3,0,3,0,0,4,5,8,8,4,0,8,0,-3,0,88.4615384615385,11.5384615384615,0,0,0,0,100,0,0,0,0,0,0,0,0,0,86.3636363636364,0,0,13.6363636363636,0,0,86.3636363636364,0.757575757575758,0,0,12.8787878787879,96.969696969697,0,0.757575757575758,2.27272727272727,0,0,96.969696969697,0,0,0.757575757575758,2.27272727272727
"27","10.14.3",10,14,3,2005,0,2,1,-1,0.693147180559945,5,5,16,25,1,102,0.869565217391304,0.869565217391304,0,0,0,0,0,0.869565217391304,0,0,0,0,0,3.47826086956522,6.1304347826087,0.0608695652173913,0.0434782608695652,4.34782608695652,6.08695652173913,227.173913043478,13.3478260869565,3.47826086956522,0.869565217391304,0,1.77777777777778,2,0.5,0.591304347826087,0.640350877192982,0,11843.4,87.5,0,20,3.25,0,0,0,0,0,0,0,0,0,0,3,5,10,16,16,5,5,16,5,16,10,70,20,0,0,0,0,90,10,0,0,0,0,0,0,0,0,93.9130434782609,0,0,5.21739130434783,0.869565217391304,0,93.9130434782609,0.869565217391304,2.60869565217391,0,2.60869565217391,99.1304347826087,0,0,0.869565217391304,0,0,99.1304347826087,0,0,0,0.869565217391304
"28","10.14.4",10,14,4,2005,0,1,1,-1,0,4,3,34,373,3,950,1.21951219512195,1.21951219512195,1.21951219512195,1.21951219512195,0,0,0,2.4390243902439,0,0,0,1.21951219512195,0,12.1951219512195,12.7073170731707,0.158536585365854,0.304878048780488,207.317073170732,14.6341463414634,984.146341463415,23.1707317073171,12.1951219512195,1.21951219512195,1.21951219512195,0.818181818181818,2,0,0.548780487804878,0.621951219512195,0,13981.8675,90,0.375,56.25,1.11111111111111,1,0,0,0,0,0,5,0,4,0,0,3,34,34,3,3,0,3,0,34,0,37.5,0,0,62.5,6.25,0,93.75,0,0,0,0,0,0,0,0,0,84.1463414634146,0,0,15.8536585365854,0,0,84.1463414634146,0,4.8780487804878,0,10.9756097560976,98.780487804878,0,0,1.21951219512195,0,0,98.780487804878,0,0,0,1.21951219512195
"29","10.14.5",10,14,5,2005,1,0,1,72,0,5,10,10,900,3,1024,0,1.16279069767442,1.16279069767442,0,0,0,0,0,0,0,0,0,0,0,1.76744186046512,0.0232558139534884,0,0,2.32558139534884,43.3720930232558,0,0,1.16279069767442,0,0.6,1.96,0.166666666666667,0.373493975903614,0.409638554216867,0,49258.2307692308,90,0.230769230769231,30.7692307692308,8.25,1,0,0,0,0,0,8,0,8,0,0,35,35,15,15,5,0,10,0,-3,0,61.5384615384615,38.4615384615385,0,0,0,0,92.3076923076923,7.69230769230769,0,0,0,0,0,0,0,0,97.6744186046512,1.16279069767442,0,1.16279069767442,0,0,97.6744186046512,2.32558139534884,0,0,0,97.6744186046512,1.16279069767442,0,1.16279069767442,0,0,97.6744186046512,2.32558139534884,0,0,0
"30","10.14.6",10,14,6,2005,0,3,0,-1,1.09861228866811,6,20,40,310,2,300,0,0,1.9047619047619,2.85714285714286,0.952380952380952,0,0,0,0,0,0.952380952380952,0,0,0.952380952380952,5.14285714285714,0.0476190476190476,0.285714285714286,68.1904761904762,4.76190476190476,177.542857142857,5.23809523809524,0.952380952380952,0,0,1.71428571428571,1.92307692307692,1,0.514285714285714,0.504761904761905,0,19478.9645,90,0.1,0,NA,0,0,0,0,0,0,3,0,2,0,2,4,4,40,40,40,0,20,0,-3,10,85,0,0,5,0,0,100,0,0,0,0,0,0,0,0,0,95.2380952380952,0,0,4.76190476190476,0,0,95.2380952380952,1.9047619047619,0.952380952380952,0.952380952380952,0.952380952380952,98.0952380952381,0,0,1.9047619047619,0,0,98.0952380952381,0,0.952380952380952,0,0.952380952380952
"31","10.14.7",10,14,7,2005,1,0,1,20,0,6,1,24,141,2,511,0,1.01010101010101,2.02020202020202,3.03030303030303,0,1.01010101010101,0,1.01010101010101,1.01010101010101,0,0,0,0,0,3,0.0707070707070707,0,0,7.07070707070707,142.222222222222,3.03030303030303,0,1.01010101010101,0,1.33333333333333,1.82352941176471,1.14285714285714,0.656565656565657,0.686868686868687,0,22897.736,81,0.263157894736842,65,5.30769230769231,0,0,0,0,0,0,6,0,10,0,2,3,30,30,30,30,0,3,0,-3,15,40,45,0,0,0,0,100,0,0,0,0,0,0,0,0,0,92.9292929292929,1.01010101010101,0,5.05050505050505,1.01010101010101,0,92.9292929292929,2.02020202020202,1.01010101010101,3.03030303030303,1.01010101010101,98.989898989899,1.01010101010101,0,0,0,0,98.989898989899,1.01010101010101,0,0,0
"32","10.16.1",10,16,1,2005,0,1,0,-1,0,6,5,15,300,2,204,0,1.5625,0,1.5625,0,0,0,0,0,0,0,0,0,0,0.859375,0.03125,0,23.4375,0,78.125,7.8125,0,1.5625,0,2,1.84615384615385,1.84615384615385,0.484375,0.5625,0,47280.47875,90,0.875,0,NA,0,0,0,0,0,0,0,0,0,0,5,5,15,15,5,1,5,1,1,-3,12.5,62.5,12.5,0,12.5,0,100,0,0,0,0,0,0,0,0,0,0,96.875,0,0,3.125,0,0,96.875,0,3.125,0,0,96.875,0,0,3.125,0,0,96.875,3.125,0,0,0
